RATE,TYPE,LOCATIONID,TS
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:52:40.055"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:52:40.055"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:52:53.513"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:52:53.513"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:52:53.513"
1920,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:07.985"
480,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:07.985"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:07.985"
1920,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:20.925"
480,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:20.925"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:20.925"
1920,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:34.157"
480,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:34.157"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:34.157"
1920,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:46.352"
480,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:46.352"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:46.352"
1920,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:58.855"
480,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:58.855"
2400,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:53:58.855"
960,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:11.481"
660,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:11.482"
1620,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:11.482"
960,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:24.111"
660,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:24.111"
1620,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:24.111"
960,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:36.830"
660,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:36.830"
1620,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:36.830"
960,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:49.186"
660,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:49.186"
1620,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:54:49.186"
960,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:55:01.904"
660,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:55:01.904"
1620,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:55:01.904"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:09.598"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:09.598"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:09.598"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:24.170"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:24.170"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:24.170"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:39.027"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:39.027"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:39.027"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:53.224"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:53.224"
2820,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:57:53.224"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:06.732"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:06.732"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:06.732"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:21.284"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:21.284"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:21.284"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:34.835"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:34.835"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:34.835"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:47.942"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:47.942"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:58:47.942"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:01.427"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:01.428"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:01.428"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:14.768"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:14.768"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:14.768"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:27.594"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:27.594"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:27.594"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:40.702"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:40.702"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:40.702"
2100,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:54.140"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:54.140"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 09:59:54.140"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:06.457"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:06.457"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:06.457"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:18.898"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:18.898"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:18.898"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:31.404"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:31.404"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:31.404"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:43.731"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:43.731"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:43.731"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:56.207"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:56.207"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:00:56.207"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:08.755"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:08.755"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:08.755"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:21.675"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:21.675"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:21.675"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:34.645"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:34.645"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:34.645"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:47.079"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:47.079"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:47.079"
2220,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:59.358"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:59.358"
2460,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:01:59.358"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:11.582"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:11.582"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:11.582"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:24.117"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:24.117"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:24.117"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:35.571"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:35.571"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:35.571"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:47.518"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:47.518"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:47.518"
2520,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:59.634"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:59.634"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:02:59.634"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:12.673"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:12.673"
2700,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:12.673"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:25.974"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:25.974"
2700,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:25.974"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:38.774"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:38.774"
2700,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:38.774"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:51.653"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:51.653"
2700,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:03:51.653"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:04.893"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:04.893"
2700,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:04.893"
1440,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:16.146"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:16.146"
1980,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:16.146"
1440,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:27.554"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:27.554"
1980,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:27.554"
1440,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:39.377"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:39.377"
1980,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:39.377"
1440,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:51.463"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:51.463"
1980,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:04:51.463"
1440,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:03.482"
540,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:03.482"
1980,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:03.482"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:15.445"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:15.445"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:15.445"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:27.329"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:27.329"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:27.329"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:38.994"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:38.994"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:38.994"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:51.219"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:51.219"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:05:51.219"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:02.808"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:02.808"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:02.808"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:15.286"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:15.286"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:15.286"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:27.623"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:27.623"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:27.623"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:41.227"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:41.227"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:41.227"
1980,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:54.539"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:54.539"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:06:54.539"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:08.380"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:08.380"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:08.380"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:21.933"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:21.933"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:21.933"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:35.854"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:35.854"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:35.854"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:49.130"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:49.130"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:07:49.130"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:08:02.681"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:08:02.681"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:08:02.681"
2280,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:14.215"
480,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:14.215"
2760,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:14.215"
2280,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:27.125"
480,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:27.125"
2760,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:27.125"
2280,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:39.406"
480,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:39.406"
2760,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:39.406"
2280,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:52.024"
480,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:52.024"
2760,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:09:52.024"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:06.086"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:06.086"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:06.086"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:17.940"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:17.940"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:17.940"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:30.105"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:30.105"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:30.105"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:42.923"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:42.923"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:42.923"
2340,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:54.761"
180,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:54.761"
2520,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:12:54.761"
2580,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:07.745"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:07.745"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:07.745"
2580,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:20.396"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:20.396"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:20.396"
2580,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:33.151"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:33.151"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:33.151"
2580,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:46.372"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:46.372"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:13:46.372"
2580,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:14:00.334"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:14:00.334"
2940,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:14:00.334"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:13.886"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:13.886"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:13.886"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:26.729"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:26.729"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:26.729"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:39.026"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:39.026"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:39.026"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:51.844"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:51.844"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:15:51.844"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:03.951"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:03.951"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:03.951"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:16.985"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:16.985"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:16.985"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:29.996"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:29.996"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:29.996"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:43.447"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:43.447"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:43.447"
2400,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:56.216"
240,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:56.216"
2640,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:16:56.216"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:10.011"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:10.011"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:10.011"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:23.116"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:23.116"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:23.116"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:35.944"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:35.944"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:35.944"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:50.122"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:50.122"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:17:50.122"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:03.441"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:03.441"
2280,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:03.441"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:16.588"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:16.588"
2160,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:16.588"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:29.548"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:29.548"
2160,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:29.549"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:42.190"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:42.190"
2160,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:42.190"
1860,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:54.931"
300,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:54.932"
2160,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:18:54.932"
1800,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:08.835"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:08.835"
2160,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:08.835"
1800,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:21.253"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:21.253"
2160,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:21.253"
1800,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:33.577"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:33.577"
2160,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:33.577"
1800,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:45.893"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:45.893"
2160,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:45.893"
1800,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:58.094"
360,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:58.094"
2160,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:19:58.094"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:11.118"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:11.118"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:11.118"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:23.769"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:23.769"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:23.769"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:36.748"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:36.748"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:36.748"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:49.548"
420,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:49.548"
2580,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 10:20:49.548"
2160,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 10:21:02.871"
