RATE,TYPE,LOCATIONID,TS
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:15:39.481"
1140,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:15:50.846"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:15:50.846"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:15:50.846"
1140,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:01.485"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:01.485"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:01.485"
1140,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:13.210"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:13.210"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:13.210"
1140,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:24.703"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:24.703"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:24.703"
1140,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:36.515"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:36.515"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:36.515"
1140,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:48.535"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:48.535"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:16:48.535"
1140,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:17:00.023"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:17:00.023"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:17:00.023"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:09.955"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:09.955"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:09.955"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:20.417"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:20.418"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:20.418"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:31.252"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:31.252"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:31.252"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:41.881"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:41.881"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:41.881"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:52.333"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:52.333"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:23:52.333"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:10.974"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:10.974"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:10.974"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:21.429"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:21.429"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:21.429"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:32.800"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:32.800"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:32.800"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:45.014"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:45.014"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:45.014"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:55.266"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:55.266"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:25:55.266"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:06.568"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:06.568"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:06.568"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:17.723"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:17.723"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:17.723"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:28.965"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:28.965"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:28.965"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:39.599"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:39.599"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:39.599"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:50.506"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:50.506"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:26:50.506"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:27:01.474"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:27:01.474"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:27:01.474"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:06.977"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:06.977"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:06.977"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:18.506"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:18.506"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:18.506"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:30.091"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:30.091"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:30.091"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:41.580"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:41.580"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:41.580"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:52.773"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:52.773"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:55:52.773"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:04.216"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:04.216"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:04.216"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:15.099"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:15.099"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:15.099"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:26.023"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:26.023"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:26.023"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:37.802"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:37.802"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:37.802"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:48.935"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:48.935"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:56:48.935"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:01.042"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:01.042"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:01.042"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:11.279"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:11.279"
840,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:11.279"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:21.960"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:21.960"
840,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:21.960"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:32.733"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:32.733"
840,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:32.733"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:43.823"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:43.823"
840,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:43.823"
780,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:54.691"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:54.691"
840,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 19:57:54.691"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:09.324"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:09.324"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:09.324"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:20.693"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:20.693"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:20.693"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:32.259"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:32.259"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:32.259"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:43.573"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:43.573"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:43.573"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:55.306"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:55.306"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:03:55.306"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:09.403"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:09.403"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:09.403"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:21.013"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:21.013"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:21.013"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:32.200"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:32.200"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:32.200"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:43.586"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:43.586"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:43.586"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:54.683"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:54.683"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:10:54.683"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:06.915"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:06.915"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:06.915"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:19.298"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:19.298"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:19.298"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:30.654"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:30.654"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:30.654"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:42.184"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:42.184"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:42.184"
900,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:53.855"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:53.855"
900,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:11:53.855"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:10.957"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:10.957"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:10.957"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:22.582"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:22.582"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:22.582"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:33.328"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:33.328"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:33.329"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:44.843"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:44.843"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:44.843"
1500,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:55.896"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:55.896"
1560,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:13:55.896"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:10.154"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:10.154"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:10.154"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:20.681"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:20.681"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:20.681"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:31.436"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:31.436"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:31.436"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:41.942"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:41.942"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:41.942"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:53.405"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:53.405"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:20:53.405"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:05.410"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:05.410"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:05.410"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:17.289"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:17.289"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:17.289"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:28.659"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:28.659"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:28.659"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:39.647"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:39.647"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:39.647"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:50.295"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:50.295"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:21:50.295"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:02.088"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:02.088"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:02.088"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:19.246"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:19.246"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:19.246"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:33.036"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:33.036"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:33.036"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:47.003"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:47.003"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:22:47.003"
1020,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:23:01.654"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:23:01.654"
1020,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:23:01.654"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:03.767"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:03.767"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:03.767"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:16.024"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:16.024"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:16.024"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:27.053"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:27.053"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:27.053"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:38.227"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:38.227"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:38.227"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:49.494"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:49.494"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:28:49.494"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:29:00.365"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:29:00.365"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:29:00.365"
1080,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:11.308"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:11.308"
1080,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:11.308"
1080,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:22.238"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:22.238"
1080,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:22.238"
1080,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:33.226"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:33.226"
1080,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:33.226"
1080,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:44.217"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:44.217"
1080,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:44.217"
1080,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:55.091"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:55.091"
1080,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:38:55.091"
720,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:06.536"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:06.536"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:06.536"
720,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:17.714"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:17.714"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:17.714"
720,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:29.051"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:29.051"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:29.051"
720,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:39.965"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:39.965"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:39.965"
720,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:50.721"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:50.722"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:39:50.722"
720,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:03.812"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:03.812"
780,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:03.812"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:14.385"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:14.385"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:14.385"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:25.568"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:25.568"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:25.568"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:36.251"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:36.251"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:36.251"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:47.434"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:47.434"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:47.434"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:58.270"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:58.270"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:40:58.270"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:09.560"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:09.560"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:09.560"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:21.195"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:21.195"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:21.195"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:32.300"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:32.300"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:32.300"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:43.254"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:43.254"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:43.254"
660,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:54.228"
60,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:54.228"
720,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:41:54.228"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:11.380"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:11.380"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:11.380"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:22.580"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:22.580"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:22.580"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:33.261"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:33.261"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:33.261"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:44.893"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:44.893"
1200,ANY_VEHICLE,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:44.893"
1200,CAR,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:56.359"
0,LORRY,mq.MQ_57.265_HFB_NO,"2019-04-17 20:59:56.359"
